Name,Address,,State,City,Phone,Email,PPN
Trupti Nursing Home,1st Floor  B/H Janta Market - Ii  Near Capital Business Center  Panch Batti  Baruch,,Gujarat,Bharuch,02642 - 269329 / 9825571325,dr.truptishah05@yahoo.com,No
Trust Hospital,Benz Circle  Sub Register Office Road,,Andhra Pradesh,Vijayawada,0866 - 2470909,trusthospital@gmail.com,No
Trust Hospital,D.No:3-29  Sarpavaram Junction  Kakinada,,Andhra Pradesh,Kakinada,0884 - 2382381 / 2,sarvottamhealthcare@gmail.com,No
Tsquare Multi Specialty Hospital,Near tsquare circle Nanikhodiyar Panghat Hotel Road Anand Gujarat,,Gujarat,Anand,,,No
Tulasi Hospitals,A-12  Electronic Complex  Beside Sbh  Kushaiguda  Ecil  X Roads  Ranga Reddy  Hyderabad,,Telangana,Hyderabad,40-49336699,insurance@tulasihospitals.com,Yes
Tulasi Multispeciality Hospital,Gunturuvarithota  5th Lane  Old Club Road,,Andhra Pradesh,Guntur,2323235,TULSIMULTISPECILITYHOSPITAL@YAHOO.COM,No
Tulip Hospital,Market yard road  opp. Ruikar colony near Maharaja Hotel KOLHAPUR,,Maharashtra,Kolhapur,2666689/98,TULIPHOSPITAL.KOLHAPUR@GMAIL.COM,No
Tulsi Eye Hospital,Happy Home Colony Gen Vaidya Nagar,,Maharashtra,Nashik,2237804,eyecare@tulsieyehospital.org,No
Tulsi Hospital,Dblock Samrat Palace  Garh Road  Meerut  Dblock Samrat Palace  Garh Road  Meerut-250002,,Uttar Pradesh,Meerut,0121 - 2763117 / 446,hospital.tulsi@gmail.com,No
Tulsi Memorial Hospital,S2 Bld  Vedant commercial Complex  Vartak Nagar  Thane,,Maharashtra,Thane,,,Yes
Tyagi Nursing Home,66/3 & 66/4 Ashok Nagar,,Delhi,New Delhi,011 - 25134083 / 25406933 / 25493866 / 25499724,tnhdata@yahoo.com,No
U K Hospitals Pvt Ltd,103/112  D Block  1st Main Road  Anna Nagar East,,Tamil Nadu,Chennai,044 - 30522111 / 42764080,ranjanakumaran@yahoo.com,No
Udai Omni Hospitals Pvt Ltd,5-9-94  Chapel Road  Hyderabad,,Telangana,Hyderabad,23299347,billing@udaiomni.com,Yes
Uday Hospitals,NEAR MEHER BABA TEMPLE AUTONAGAR GUNTUR,,Andhra Pradesh,Guntur,2223245,UDAYHOSPITALHELPDESK@GMAIL.COM,No
Udayagiri Multi Speciality Hospital,Perunna P.O  Changanacherry  Kottayam(Dist),,Kerala,Kottayam,0481 - 2421250 / 2421350,udayagiri.2008@rediffmail.com,No
Udayananda Hospitals,30/410-426  BOGGULANE,,Andhra Pradesh,Nandyal,222999,INSURANCE@UDAYANANDAHOSPITALS.COM,No
Udbhava Childrens Multi Speciality Hospital,Mig-196  Road No-1  Kphb Colony  Kukatpally,,Telangana,Hyderabad,40-65555733/23155733,udbhavachildrenshospital@gmail.com,Yes
Udbhava Hospital,PLOT NO.14 15 16  & 17 NANDI CO-OP. SOCIETY MAIN ROAD BESIDE NAVY GRAND HOTEL MIYAPUR HYDERABAD,,Telangana,Hyderabad,040-23046789,,Yes
Udhbhava Hospital,No. 114  100 Feet Ring Road  Banashankari 3rd Stage  Bangalore - 560085,,Karnataka,Bengaluru,080 - 26693032 / 26693033,udhbhava_hospital@yahoo.co.in,Yes
Udhi Eye Hospitals,9 Murrays Gate Road Alwarpet  Chennai.,,Tamil Nadu,Chennai,044 -43471111,udhiinsurance@yahoo.in,Yes
Udyaan Health Care,730  Udyan - 1  Eldeco  Near Bangla Bazar Opp Awho.,,Uttar Pradesh,Lucknow,0522 - 2447498 / 2325310,drmukulesh@yahoo.com,No
Ujhwal Hospitals,D.No 6-127/12 Backside Union Bank NH-5  Madhurawada,,Andhra Pradesh,Mallakapuram,2501166,ujhwalhospitals@gmail.com,No
Uk Nursing Home,m-1 vikas puri new delhi,,Delhi,New Delhi,25508998,,Yes
Ulwe Superspeciality Hospital,Plot No - 60  Shree Ameya Krupa,,Maharashtra,Kharghar,8070790777,ULWESUPERSPECIALITY@GMAIL.COM,No
Uma Eye Clinic,182 PLOT NO 995 O BLOCK 2ND AVENUE ANNA NAGAR,,Tamil Nadu,Chennai,44-49023232,,Yes
Uma Hospital And Critical Care Center,SUYASH CHEMBER 2ND FLOOR,,Maharashtra,Nashik,2378002,UMAHOSPITAL123@GMAIL.COM,No
Uma Laproscopy Hospital,B/7  Gajanan Society  Uma Char Rasta,,Gujarat,Vadodara,0265-6562312,griglani@yahoo.co.in,No
Uma Medical Related Institute Private Limited,V.I.P Road  Teghoria  Kolkata-59,,West Bengal,Kolkata,033 - 25701956-59,umri.mediclaim@gmail.com,Yes
Uma Sanjeevani Health Centre,1  Dakshini Marg  Dlf Phase-11 Gurgaon,,Haryana,Gurgaon,0124 - 2350960 / 2350460 / 2351257 / 2353629,umasanjeevani@rediffmail.com,Yes
Umakanth Eye Hospital,PATEL NAGAR,,Karnataka,Hospet,220677,UMAKANTHHOSPITAL@GMAIL.COM,No
Umaprem Netralay,In Front of Apex Hospital  DLW  Hydil Road,,Uttar Pradesh,Varanasi,6061000,umapremnetralay@gmail.com,No
Umarani Hospital,NO.1/136  ANNAI SATHYA NAGAR  NEAR LIC OFFICE  SALEM ROAD  KRISHNAGIRI - 635001,,Tamil Nadu,Krishnagiri,233366,,No
Umeed Multi Speciality Hospital,DHURI PATIALA BYPASS ROAD NEAR GGS SCHOOL SANGRUR PB,,Punjab,Sangrur,9150102929,,No
Umiya Orthopedic And Surgical Hospital And Icu,SF-11  PALLADIUM MALL  OPP. 4D SQUARE   VISAT- GANDHINAGAR HIGHWAY  MOTERA   PINCODE-382424,,Gujarat,Gandhi Nagar,079-29298778 / 29298778,,Yes
Umkal Health Care Pvt Ltd,H-Block  Palam Vihar  Opp. Chanvellor Club  Gurgaon,,Haryana,Gurgaon,0124 - 4777000,billing.uhc@gmail.com,Yes
Umkal Hospital And Heart Research Inst,A -520   Sushant Lok -1  Phase -1,,Haryana,Gurgaon,0124 - 4666555 / 4041285 / 410000 / 9818646272,billing.umkal@gmail.com,Yes
Unicare Hospital,Chakan Talegaon Road  Nanekarwadi  Chakan  Tal- Khed Dist- Pune,,Maharashtra,Chakan,2135-249914,unicarechakan@gmail.com,Yes
Unicare Hospital,Survey No. 45  Milkat No.1/0134  Near Jain Mandir  Dehu-Alandi Road  Dehugaon  Tal.Haveli  Dist.Pune.,,Maharashtra,Pune,65112999,,Yes
Unique Hospital,Unique Hospital  Bamrol Road  Opp. Kiran Motirs,,Gujarat,Surat,2636318,uniquehospitalsurat@yahoo.com,No
Unique Hospital And Polyclinic,Jamuna Apts  Opp Shoppers Stop  S V Road,,Maharashtra,Mumbai,022 - 26283600 / 26285700,zubindoctor@rdiffmail.com,No
Unique Multispeciality Hospital,205/1 ANANDTARA  PALEKAR NIWAS  NEAR BASKET BRIDGE  RAVET  PUNE,,Maharashtra,Pune,020 - 65604848 / 9028066020,umhravet@gmail.com,Yes
United Ciigma Hospital Aurangabad,PLOT NO 6 7  SHAHANOOR WADI DARGHA ROAD,,Maharashtra,Aurangabad,6676644,UC.INS.TPA@GMAIL.COM,No
United Green Hospital,green atria.beside silver park society in front of sneh sankul wadi anand mahal road,,Gujarat,Surat,9925276708,,No
United Medical Centre,Kottakanni Road  Kasaragod,,Kerala,Kasargod,04994 - 231575 / 231582,unitedmedicalcentre@gmail.com,No
United Medicity,Rawatpur Near IIIT Jhalwa,,Uttar Pradesh,Allahabad,,,No
United Multispeciality Hospital,Shop no.1 2 3 A Kesar Ashish CHS Near Nirman Diagnostic Link Road Mahavir Nagar Kandivali West Mumbai,,Maharashtra,Mumbai,28685551/28685552,,Yes
United Multispeciality Hospital,"Paccha Plaza  ""C"" Wing 1st Floor Near Bank of Baroda",,Maharashtra,Virar,0,,Yes
Unittas Multi Speciality Hospital,No.16/17 M.K.reddy street west tambaram chennai,,Tamil Nadu,Tambaram,,,Yes
Unity Centre For Orthopaedics And Trauma,3-5-170/Gs  Narayanguda  Hyderabad  Narayanaguda,,Telangana,Hyderabad,040 - 23261933,gsrpadma@hotmail.com,Yes
Unity Icu And Trauma Hospital,C BLOCK,,Gujarat,Idar,8141755255,UNITYHOSPITAL2020@GMAIL.COM,No
Unity Lifeline Hospital,#193.2nd Block  2nd Stage  Nagarbhavi  Near Bda Complex  Nagarbhavi,,Karnataka,Bengaluru,080 - 23183131 /  23183232,unity_lifeline@yahoo.in,Yes
Unity Ortho And Eye Hospital,1st Floor  Rajdhani Complex  Near Shri Shankar Maharaj Math  Pune - Satara Road  Pune - 411043,,Maharashtra,Pune,020 - 24366558,mona9unity@gmail.com,No
Unity Trauma Center And Icu,NR D R WORLD,,Gujarat,Surat,2607000,UNITYHOSPITALTPASURAT@GMAIL.COM,No
Universal Cancer Hospital Limited,370 Near Kondalampatty Roundana,,Tamil Nadu,Salem,2273477,universalcancerhospital@gmail.com,No
Universal Hospital,By-pass road  Molarband Extn  badarpur,,Delhi,New Delhi,26958008,UCHSINDIA@GMAIL.COM,Yes
Universal Hospital & Care Center,WB-22  Bombay Hospital Service Road   Ring Road  Scheme No.54  Vijay Nagar  Indore  Madhya Pradesh 452010,,Madhya Pradesh,Indore,,,No
Universal Multispeciality Hospital Critical Care & Trauma Unit,Teejadeep Heights 1 st Floor Opp.Ginger Hostel Gokul Nagar LBS Road Old Agra Road Thane West,,Maharashtra,Thane,9702102995/9833359216,,Yes
Unnati Hospital,J.K. Plaza  1st Floor  Opp. Durgamata Mandir  Shivaji Chowk  Panvel -   Raigad.,,Maharashtra,Navi Mumbai,022-27466292/9769156838,UNNATIHOSPITALPANVEL@GMAIL.COM,Yes
Unnati Hospital & Icu,old agra road  near kasheli ground Bhiwandi  Bhiwandi  Maharashtra-421302,,Maharashtra,Kalyan,9167911463,TPA.UNNATIHOSPITAL1463@GMAIL.COM,No
Upadhaya Hospital,Shahid Nagar Crossing  Agra,,Uttar Pradesh,Agra,0562 - 2230311 / 2230344 / 22302285,UPADHYAYHOSPITAL@GMAIL.COM,No
Upasana Hospital,Q.S. Road  Kollam,,Kerala,Kollam,0474 - 2762887 / 8 / 9,upasanainsurance@hotmail.com,No
Upcharya ( An Institute Of Orthopaedic Surgery & Trauma Care Centre,62  Centreal Avanue  Geetanjali Cinema Square ,,Maharashtra,Nagpur,2724462,CONTACTUPCHARYA@GMAIL.COM,No
Upkar Nursing Home,30d  College Street,,West Bengal,Kolkata,33-22570165,upkarnursinghome@yahoo.in,Yes
Uppal Neuro Hospital And Super Speciality Centre,4-Rani Ka Bagh.  Court Road  Near State Bank Of India,,Punjab,Amritsar,0183 - 2229696 / 2226696 / 2213400 / 2221696,uppalashok@yahoo.com,Yes
Uran Childrens Hospital And Premature Care Unit,101-102  Plot No-3  S.No-79e  Sai Krupa Developers  Anand Nagar  Karanja Road,,Maharashtra,Raigad,022 - 27223272,mahesh.sambhare@yahoo.co.in,No
Urban Health Centre,HPL Link Road  Basudevpur  P.O. Khanjanchak,,West Bengal,Haldia,274718/7076672801,UHTC.IIMSAR@GMAIL.COM,No
Urmeel Hospital,1st Floor  Janta Market – 2  Opp. Adarsh Market  Panchbatti,,Gujarat,Bharuch,9824120487,jyotesh1@yahoo.com,No
Urmi Eye Clinic And Phaco Centre,OFF NO -06 DWARKA APT KULGAON  BADLAPUR EAST NEAR BANK OF BARODA,,Maharashtra,Thane,7720050832,UEMIEYECLINIC@GMAIL.COM,No
Urocare Hospital,EC 72-73  RING Road Service Lane  In  Between & Opposite to Bombay Hospital & Radisson Hotel  Indore  MP,,Madhya Pradesh,Indore,7312550100,,No
Urocare Hospital,Near Patel Boarding Opp Gokul Hospital Vidhyanagar Main Road,,Gujarat,Rajkot,2466990,UROCAREHOSPITAL_RAJKOT@YAHOO.COM,No
Urovision Hospital,Jyoti Nagar  Opp. Satsang Vihar P.O. Jalan Nagar  Disst. Dirbrugesh  Assam,,Assam,Dibrugarh,0373 - 2303594 / 2303716,urovision@rediffmail.com,No
Usha Bansal Nursing Home,Kotkapur Road Kotkapur Road,,Punjab,Muktsar,2262023/2263323,,No
Usha Cardiac Centre Ltd,Labbipet  D.No- 39-2-11  Pitchaiah Street  Labbipet,,Andhra Pradesh,Vijayawada,0866 - 2484944,uccluja@rediffmail.com,No
Usha Hospital,BEHIND PANCHWAD GANESH MANDIR  OZAR( MIG ),,Maharashtra,Ozar,7719921222,,No
Usha Hospital,Juran Chapra Road no-1,,Bihar,Muzaffarpur,9472357005,USHAHOSPITALMUZ@GMAIL.COM,No
Usha Kiran Hospital,Survey No. 229/1a  Kamdhenu Estate  Hadapsar  Pune - 411028,,Maharashtra,Pune,020 - 26999500,vilasvg1@gmail.com,No
Usha Mohan Hospital,Hydergunda Rajendernagar,,Telangana,Hyderabad,40-24008055-24002740,ushamohanhospital@yahoo.com,Yes
Usha Mullapudi Cardiac Centre,Gajularamaram Jeedimetla Quthbullapur Municipality Hyderabad,,Telangana,Hyderabad,040 - 23090609,umccnet@hotmail.com,Yes
Usha Nursing Home,Ravindra Nagar,,Karnataka,Shimoga,08182 - 223355 / 220155,unhsmg@gmail.com,No
Usha Nursing Home,DR COOK ROAD,,Gujarat,Anand,251646,UNHGYNECANAND@GMAIL.COM,No
Usha Prime Multispeciality Hospital,D.No. 12-4-6/1  Beside IOB Bank  Pudimadaka Road  Anakapalle  Vishakhapatnam,,Andhra Pradesh,Visakhapatnam,08924 - 224848,GM@USHAPRIME.COM,No
Ushodaya Hospitals,H.No: 8-2-157/1  Shodan Paints Complex,,Telangana,Khammam,08742-652345,ushodayahospitalkmm@gmail.com,No
Usthi Hospital And Recearch Centre,Plot No - N4- 1/1  Irc Village  Nayapalli,,Odisha,Bhubaneswar,0674 - 2556223 / 267,usthihospital.2009@gmail.com,No
Utkal Healthcare Private Limited,PLOT NO C/3  nILADRIVIHAR  CHANDRASEKHARPUR,,Odisha,Bhubaneswar,6370704001,TPAHELPDESK@UTKALHOSPITAL.IN,No
Utkarsh Hospital,24  Utkarsh-2 Bunglows  B/H Jantanagar  Chandkheda  Ahmedabad,,Gujarat,Ahmedabad,9327980137,HOSPITALUTKARSH@YAHOO.IN,Yes
Uttam Clinic Cum Hospital,37-38  SECTOR-14  KARNAL,,Haryana,Karnal,2200744/9467774606,CASHLESSUTTAM@GMAIL.COM,No
Uttam Hospital,E-230  Sec-9  New Vijay Nagar  Nr.Ps Vijay Nagar  Ghaziabad ,,Uttar Pradesh,Ghaziabad,0120 - 2740873 / 9810588715,uttamhospital_95@yahoo.co.in,Yes
Uttam Hospital,22 KABIR NAGAR  NANDANWAN MAIN ROAD,,Maharashtra,Nagpur,2713307,UTTAMEYEHOSPITAL@GMAIL.COM,No
Uttam Hospital,Office no.1 Chanakya Apt. Lodha Heaven Nilje Dombivali (E)  Thane  Maharashtra-421204,,Maharashtra,Dombivli (E),8433919292,TPA.UTTAMHOSPITAL9@GMAIL.COM,No
V Cardiac And Multispeciality Hospital,Tb Road  Behind Navayuga Hotel  Tenali  Guntur Dist  Ap,,Andhra Pradesh,Guntur,220001,VCMHTENALI@GMAIL.COM,No
V Care Hospital,#29  Ist Main Road  1st A Block  Deve Gowda Road  Rt Nagar  Bangalore,,Karnataka,Bengaluru,080 - 23434373 / 74,vcarehospital@gmail.com,Yes
V Care Hospital,BUILDING NO 14 NEHRU NAGAR,,Maharashtra,Mumbai,25292317,vcarehospital06@gmail.com,Yes
V Care Hospital,PLOT NO.4  ADJOINING SHEMROACK  RAKSHA ENCLAVE VIP ROAD  ZIRAKPUR,,Punjab,Mohali,9872876578,,Yes
V Care Hospital And Research Centre,163af  Sch.No.54  Old Ashish Nursing Home  Vijay Nagar  Indore  Madhya Pradesh-452010,,Madhya Pradesh,Indore,2558222/4247222,VCAREHOSPITALMEDICLAIM@GMAIL.COM,Yes
V Care Multispecialities Hospital,b/h. oskar orchid complex  n h.mo. 8  junabazar karjan,,Gujarat,Vadodara,0,,No
V G Hospital,Mettupalayam Road Thudiyalur Coimbatore,,Tamil Nadu,Coimbatore,0422 - 2642071 / 2642772,vghinsurance@gmail.com,Yes
V G Saraf Memorial Hospital,Sreekandath Road Ravipuram M.G.Road Cochin,,Kerala,Ernakulam-Cochin,0484 - 2380452 / 2380453,vgsarafhospital@gmail.com,No
V K Hospital,77 Dr.Alagappa Road Chennai - 600084,,Tamil Nadu,Chennai,044 - 26426667 / 26426922,vkhospital77@gmail.com,No
V K Neurocare And Trauma Research Hospital,N-159  Model Town,,Haryana,Hisar,01662 - 247601 / 245479,vk_neurocare@hotmail.com,No
V Y Hospital,ADJACENT KAMAL VIHAR(SECTOR 12)  NEW DHAMTARI ROAD  RAIPUR,,Chattisgarh,Raipur,6622222,vycorporate@gmail.com,No
V.B. Hospital General Surgical & Maternity,UNDER BRIDGE ROAD  WARANGAL,,Telangana,Warangal,870 2436446,,No
V4u Multispeciality Hospital,4 FLOOR ROYAL PLATINUM PALANPUR CANAL ROAD NR.L.P.SAVANI SCHOOL,,Gujarat,Surat,,v4uhospital@gmail.com,No
Vaani Hospital,289 THIRUCHULI ROAD,,Tamil Nadu,Aruppukottai,228885,drvanikathir@gmail.com,No
Vaatsalya Hospital,Extension Road  Opp To Mahatma Gandhi Park,,Karnataka,Shimoga,08182 - 402770 / 408100,smg.tpa@vaatsalya.com,No
Vaatsalya Hospital,Bharathi Healthcare Complex  #8  Opp. Sandal Kote  Rc Road  Hassan,,Karnataka,Hassan,08172 - 251707,hassanvaatsalya@gmail.com,No
Vaatsalya Hospital,Vivekananda Road  4th Cross  Masari  Gadag,,Karnataka,Gadag,08372 - 252399,vaatsalyagadag@gmail.com,No
Vaatsalya Hospital,Sita Ranga Healthcare Complex  1659  Ns Road  Lakshmipuram  Mysore,,Karnataka,Mysore,0821 - 2445151 / 2443507 / 2442483 / 2529233,vaatsalyamysore@gmail.com,No
Vaatsalya Hospital,shivashanth nagar near old dc office hospet road koppal,,Karnataka,Koppal,,,No
Vaatsalya Hospital  Chickuagalur,Joldal Healthcare Complex  Rathnagiri Road,,Karnataka,Chickmagalore,235683,ckm.tpa@vaatsalya.com,No
Vaatsalya Hospitals - Vaatsalya Health Care Solutions Pvt Ltd,Sri Sai Health Care Complex  South Bypass Rd.  Opp Prgathi Bhavan,,Andhra Pradesh,Ongole,,,No
Vachhani Hospital,3RD FLOOR  B-BLOCK  RADHE SIGNATURE   OPP. SAHAJANAND CITY  KUDASAN GANDHINAGAR   PINCODE-382421,,Gujarat,Ahmedabad,079-23232402,,Yes
Vadamalayan Hospital Pvt Ltd,15  Jawahar Road  Chokkikulam,,Tamil Nadu,Madurai,452-2545400,claims@vadamalayan.org,No
Vadamalayan Hospitals P Ltd,s.no 649 angu nagar.chetinayakanpatty village road. Dindigul,,Tamil Nadu,Dindigul,,,No
Vadapalani Multi Speciality Hospital,No.33  Vapapalani Andvar Koil Street  Vadapalani,,Tamil Nadu,Chennai,044 - 24832277,VMSHCAREVADAPALANI@GMAIL.COM,Yes
Vageesh Eye Superspeciality Care Hospital,# 175  behind chetana hotel  3rd main  P.J.extension   davangere,,Karnataka,Davanagere,2231431,vageeshar@gmail.com,No
Vagus Superspeciality Hospital,18th Cross  4th Main  Malleshwaram,,Karnataka,Bengaluru,080 - 23569970 / 78,insurancevagushospital@gmail.com,Yes
Vaibhav Multispeciality Hospital,102/103 MRUNMAYI PALACE GROUND & 1ST FLOOR NEAR CHATTRI BUNGALOW CHIKANGHAR KALYAN (W),,Maharashtra,Kalyan West,7666927666,,Yes
Vaidansh Multispeciality Hospital,INFRONT OF MADHAV DISPENSARY HOSPITAL ROAD LASHKAR GWALIOR,,Madhya Pradesh,Gwalior,0751-4922311,,No
Vaidehi Womens And Children Hospital,105-112 sashwat mahadev-1 complex r.t.o.road opp suryam greens vastral,,Gujarat,Ahmedabad,7623040999,,No
Vaidik Hospital,A-38  Rajendra Nagar  Bareilly (U P),,Uttar Pradesh,Bareilly,2585685,,No
Vaigai Ent Hospital,52/189 T.H Road New Washermenpet,,Tamil Nadu,Chennai,44-25914521,vaigaihospital@yahoo.com,No
Vaishali Hospital And Surgical Research Centre,B-283  Near Vaishali Circle  Vaishali Nagar,,Rajasthan,Jaipur,0141-2352833,vaishalihospital1999@gmail.com,Yes
Vaishnavi Hospital,A 2447  Awas Vikas  Hanspuram  Naubasta  Kanpur,,Uttar Pradesh,Kanpur,0512-2626699,VAISHNAVIHOSPITAL786@GMAIL.COM,No
Vaishnavi Multispeciality Hospital,1 st Floor Audumber Heights Near Shabri Hotel Dattawadi Badlapur East,,Maharashtra,Badlapur,7507072217/9370742229/8600516386,,No
Vakratund Hospital Pvt,Raghukul Sankul Pathardi Patta  Behind Hotel Bandhuraj,,Maharashtra,Nashik,2386001/2386002,VMHCLAIM@GMAIL.COM,No
Vale Hospital,45  KURUVIKARAN SALAI ,,Tamil Nadu,Madurai,4367597,VALEHOSPITAL.DRKNS@GMAIL.COM,No
Valens Hospitals,# 33-34  New Dwarka Nagar Extention Bagalur Road,,Karnataka,Bangalore,8048661111,,No
Valiyath Institute Of Medical Sciences,Pada South  Karunagappally,,Kerala,Kollam,476-2659999/2659888,ins.valiyathhospital@gmail.com,No
Valli Vilas Hospital,45/2  BHARATHI ROAD  CUDDALORE,,Tamil Nadu,Cuddalore,221879/292879,VALLIVILASHOSPITAL@GMAIL.COM,No
Valluvanad Hospital,Kanniyapuram  Ottupalam,,Kerala,Ottapalam,466-2344900/2244423,valluvanadhospital@yahoo.com,No
Valvekar Eye Hospital,South sadar bazar back of pratham hotel solapur,,Maharashtra,Solapur,,,No
Vanaja Hospital,Plot:7  H.No: 30-2065/39/7  Pragathi Nagar  Malkajgiri  Dr. A.S.Rao Nagar,,Telangana,Hyderabad,40-64533661,vanajahospital@gmail.com,Yes
Vanamali Hospital,Gayathri Estate Kurnool,,Andhra Pradesh,Kurnool,,,No
Vandana Hospital,# 96  Village Street  Sathuma Nagar,,Tamil Nadu,Chennai,044 - 25994747 / 25994757,vandanahospital@gmail.com,No
Vani Clinic And Nursing Home,Address- No-279 Velacherry Main Road  Selaiyur Chennai- 600073,,Tamil Nadu,Chennai,044 - 22290650,vaninursinghome@gmail.com,No
Varad Hospital,Madhavnagar Road  Opp. Suzuki Showroom Miraj  Sangli - 416416.,,Maharashtra,Miraj,2322929,VARADHOSPITAL.SANGLI@GMAIL.COM,No
Varad Hospital And Critical Care Centre,Bldg No - F8  B Wing  Khodaram Baug ,,Maharashtra,Boisar,8446680000,LINGANWADSB@GMAIL.COM;DR.JAYANTPAWAR@GMAIL.COM,No
Varad Hospital And Icu,1st floor  Vaity Villa  Janardhan Vaity Marg  Uthalsar(naka)  Thane,,Maharashtra,Thane,25471860/70,VARADHOSPITAL2013@GMAIL.COM,Yes
Varalakshmi Hospital,# 38/2  2nd Main Road  Madiwala New Extention,,Karnataka,Bengaluru,080 - 25539565,VLHOSPITAL@GMAIL.COM,No
Vardaan Hospital,3e-1  Nit  Faridabad,,Haryana,Faridabad,0129 - 4103557,vardaanmedicalcentre@gmail.com,Yes
Vardaan Hospital,65 Jawahar nagar  opp prakash Hotel  near raileay station  Goregaon Mumbai-400062,,Maharashtra,Mumbai,,,No
Vardaan Hospital And Trauma Centre,Delhi Alwar Road  Dr Ambedkar Chowk Opposite Bus Stand(Sohna),,Haryana,Gurgaon,124-2362201,antigen171@yahoo.co.in,No
Vardaan Nursing Home And Trauma Centre,Near Maruti Suzuki Showroom  Ashawati Crossing  Delhi - Mathura Road  Palwal  Haryana,,Haryana,Palwal,623397,VARDAANURSINGHOME@GMAIL.COM,No
Vardann Hospital,AT C-2& D-2  GROUND FLOOR SONAL LINK RESIDENCY NEAR MARVE JUNCTION NEAR MITH CHOWKY LINK ROAD  MALAD WEST MUMBAI,,Maharashtra,Mumbai,9833804535/9321018636,vardannhospitalmalad@gmail.com,Yes
Vardann Multispeciality Hospital,Arch Gold Apt  Next to telephone exchange  Poisar  S V Road  Kandivali west  Mumbai,,Maharashtra,Mumbai,28072793,VARDANNMULTISPECIALITYHOSPITAL@GMAIL.COM,Yes
Vardhaman Hospital,Opp. Dcb Bank Naroli Road,,Dadra and Nagar Haveli,SILVASSA,260-2630769/ 9723050040,drhemantrshamd@yahoo.co.in,No
Vardhaman Hospital And Maternity Home,Sheetal Appt. J M Road  Opp Shivsena Office  Bhandup (West),,Maharashtra,Mumbai,022 - 25963823 / 25961543,vardhaman.hospital.mumbai@gmail.com,Yes
Vardhan Children Hospital,K/1/1128  Syk Extension  Near Railway Phatak  Behind Swarg Jewellers,,Maharashtra,Kolhapur,2524797,vardhanhospital@gmail.com,No
Vardhman Hospital,C-37  Vidhya Nagar  Hoshangabad Road  Bhopal,,Madhya Pradesh,Bhopal,2418610,,No
Vardhman Nursing Home,13  Civil Lines  Jail Road,,Haryana,Ambala,0171 - 2552322 / 2553005,VARDHMANHOSPITAL@GMAIL.COM,Yes
Varia Hospital And Iccu,201/301 Harikrushna Golden Plaza  Nr.Prithvi Trade Center Station Road,,Gujarat,Bharuch,267222,VARIAHOSPITAL@GMAIL.COM,No
Varma Chest Care Center,J P N ROAD  NEAR LAXMI TALKIES,,Telangana,Warangal,9848539527,,No
Varma Hospital,Main Road Tripunithura,,Kerala,Tripunithura,0484-2781506/07/08/2781509/2781271/2776606,varmahospital@yahoo.co.in,No
Varma Hospital,DOOR NO. 1-7-4/2-1  SURYANARAYANA PURAM;J.P. ROAD  BHIMAVARAM;PIN.-534202,,Andhra Pradesh,Bhimavaram,9848699996,varmahospital.tpa@gmail.com,No
Varsha Hospital,H NO 1-5-50  GODOWN ROAD ,,Telangana,Kamareddy,9849204567,VARSHAHOSPITAL@GMAIL.COM,No
Varshitha Hospital,ASHOK NAGAR MIRYALAGUDA,,Telangana,Miryalaguda,247147,VARSHITHA.CLAIMS@GMAIL.COM,No
Varun Cardiac Clinic,101-102 Gayathridham Desar Lane Ghatkopar(E)  Mumbai  Maharashtra - 400077.,,Maharashtra,Mumbai,25010600,DR_MUKESHPARIKH@HOTMAIL.COM,Yes
Vasal Hospital Pvt Ltd,#37  KAPURTHALA ROAD,,Punjab,Jalandhar,181-5083004,,Yes
Vasan Eye Care Hospital,Dps Tower No 40 1st Floor Above Icici Bank Ltd Banner Ghatta Road Arekere Bangalore,,Karnataka,Bengaluru,080 - 30404600,bannerghatta.ka@vasaneye.in,Yes
Vasan Eye Care Hospital,# 1127/A  7thsector  Near Bda Complex  Hsr Layout,,Karnataka,Bengaluru,80-25720499,hsrlayout.ka@vasaneye.in,Yes
Vasan Eye Care Hospital,#25/5-D  Outer Ring Road  Doddanekundi  Marathalli,,Karnataka,Bengaluru,80-39890700,Marathalli.KA@vasaneye.in,Yes
Vasan Eye Care Hospital,Shivam Arcade  41st Main Road  Kanakapura Main Road  Sarraki Gate,,Karnataka,Bengaluru,80 - 30404700,sarakki.ka@vasaneye.in,Yes
Vasan Eye Care Hospital,# 897/C  80 Feet Road  6th Block Koramangala,,Karnataka,Bengaluru,080 - 39890000,koramangala.ka@vasaneye.in,Yes
